,r,C,T,n,fold,best_alpha,mse,evs
0,2,2,512,64,5,0.1,0.14233731971061384,0.4309394646507294
0,2,2,512,128,5,0.1,0.16409479533741736,0.34299503694436606
0,2,2,512,256,5,0.1,0.1268681632043871,0.4959645253135492
0,2,2,512,512,5,0.1,0.13271095150549422,0.47045041877024574
0,2,2,512,1024,5,0.1,0.13877384858274844,0.4494347072689141
0,2,2,512,2048,5,0.1,0.1509524031668092,0.40182816223756557
0,2,2,1024,16,5,1.0,0.14453566150726216,0.4287938550540962
0,2,2,1024,32,5,0.1,0.1237368980310068,0.5063320401659233
0,2,2,1024,64,5,0.1,0.14205163609215865,0.433557953911047
0,2,2,1024,128,5,0.1,0.12711488794547965,0.49145784114571334
0,2,2,1024,256,5,0.1,0.12438154594309625,0.5021081486595629
0,2,2,1024,512,5,0.1,0.10694728320539745,0.5721802995874237
0,2,2,1024,1024,5,0.1,0.12093433869577043,0.5162408400531641
0,2,2,1024,2048,5,0.1,0.11603513397521437,0.5397602147835843
0,2,2,2048,16,5,1.0,0.14142717968773644,0.43392659786938637
0,2,2,2048,32,5,0.1,0.13484362864694524,0.4606576859653765
0,2,2,2048,64,5,0.1,0.1255142600775045,0.4964916135696893
0,2,2,2048,128,5,0.1,0.11965841689184745,0.5227045444442115
0,2,2,2048,256,5,0.1,0.11090140630462003,0.5586163424893658
0,2,2,2048,512,5,0.1,0.1119215059905421,0.5536411736718165
0,2,2,2048,1024,5,0.1,0.11805485219247992,0.5305681217646598
0,2,2,2048,2048,5,0.1,0.10629212890876613,0.5735751472209287
0,2,10,16,16,5,0.1,8.132371353596339,0.3705713207122032
0,2,10,16,32,5,0.01,7.723242855086075,0.30023804150585465
0,2,10,16,64,5,0.1,6.049345813630499,-1.1923741767656222
0,2,10,16,128,5,0.01,5.104253044499769,0.5125397856293685
0,2,10,16,256,5,0.01,1.360274550315447,0.7492157902307834
0,2,10,16,512,5,0.01,3.308084028602557,0.7627083318263732
0,2,10,16,1024,5,0.01,5.38891814941875,0.4599528659178672
0,2,10,16,2048,5,1.0,3.478995154635329,0.01832455025221491
0,2,10,32,16,5,0.1,7.150765088165812,0.2840271565277286
0,2,10,32,32,5,1.0,6.221222027384873,0.3323421919983598
0,2,10,32,64,5,0.1,5.762253788513066,0.37888501510426453
0,2,10,32,128,5,0.1,5.151795857654141,0.41095591706018353
0,2,10,32,256,5,0.1,6.26599978164217,0.2426774898805375
0,2,10,32,512,5,0.1,5.805261340449753,0.41326349596805545
0,2,10,32,1024,5,0.1,6.021648997293603,0.19312039160817351
0,2,10,32,2048,5,1.0,7.955523561576156,0.32601690777387604
0,2,10,64,16,5,0.1,5.859634166542353,0.379797806302818
0,2,10,64,32,5,1.0,8.150261796217578,0.0022690288740845332
0,2,10,64,64,5,1.0,6.794837794705602,0.14582877627537072
0,2,10,64,128,5,1.0,3.4714618868588945,0.5350207547346677
0,2,10,64,256,5,0.1,4.003700853131443,0.46424621145981404
0,2,10,64,512,5,0.1,4.113847747958517,0.4835742921096675
0,2,10,64,1024,5,1.0,7.804140148024326,0.33425785089914317
0,2,10,64,2048,5,1.0,6.943436331877765,0.4559771170863848
0,2,10,128,16,5,1.0,5.486940892203995,0.30907769610081526
0,2,10,128,32,5,1.0,7.031958743207655,0.0037692072452885084
0,2,10,128,64,5,0.1,4.61267250890703,0.38559755107344573
0,2,10,128,128,5,1.0,3.4324424840825287,0.5114096645578503
0,2,10,128,256,5,0.1,5.184768129346876,0.3046713434834625
0,2,10,128,512,5,0.1,4.999893989285534,0.4305404584648099
0,2,10,128,1024,5,0.1,5.404641419109106,0.37913925891354716
0,2,10,128,2048,5,1.0,8.827378140428507,0.32736074372865853
0,2,10,256,16,5,0.1,4.526978618419726,0.34983792348500453
0,2,10,256,32,5,0.1,4.657419408560208,0.35598089129898225
0,2,10,256,64,5,0.1,4.255060929255311,0.5278534888100901
0,2,10,256,128,5,0.1,3.521558598732452,0.5542136296284781
0,2,10,256,256,5,0.1,3.441588518241625,0.5488567630611839
0,2,10,256,512,5,0.1,4.05936068802952,0.5344877176435905
0,2,10,256,1024,5,0.1,3.6974589104750875,0.5613720099920849
0,2,10,256,2048,5,0.1,3.5549222183454985,0.5891130578790731
0,2,10,512,16,5,1.0,5.415557745856146,0.33077283221195386
0,2,10,512,32,5,0.1,4.13286584960275,0.5292878517753989
0,2,10,512,64,5,0.1,3.8191853759533236,0.586356271840794
0,2,10,512,128,5,0.1,3.2753059693861544,0.5603118597870587
0,2,10,512,256,5,0.1,3.6231671813411634,0.5435931538589542
0,2,10,512,512,5,0.1,3.3081862427997324,0.573582651410687
0,2,10,512,1024,5,0.1,3.290781936158517,0.5789060810597759
0,2,10,512,2048,5,0.1,3.46876542396331,0.5963457396849756
0,2,10,1024,16,5,1.0,4.757965272626983,0.4389289707914297
0,2,10,1024,32,5,0.1,4.077451500768868,0.5075756507376742
0,2,10,1024,64,5,0.1,3.609851595835748,0.5863675886899195
0,2,10,1024,128,5,0.1,3.0396926110766382,0.6265993851241688
0,2,10,1024,256,5,0.1,2.783157706914326,0.6480018905469036
0,2,10,1024,512,5,0.1,3.02537718586616,0.6138678332875512
0,2,10,1024,1024,5,0.1,2.842958855988824,0.6443930591526479
0,2,10,1024,2048,5,0.1,2.972011596247853,0.6466099819805787
0,2,10,2048,16,5,1.0,4.58759524296436,0.42443122177762993
0,2,10,2048,32,5,0.1,3.5729543685167076,0.5565048161824033
0,2,10,2048,64,5,0.1,3.2387395424019223,0.6259673871579687
0,2,10,2048,128,5,0.1,2.855433686613078,0.6474817881774405
0,2,10,2048,256,5,0.1,2.8345099598503363,0.65986480679321
0,2,10,2048,512,5,0.1,2.5113693167917086,0.6824658065082311
0,2,10,2048,1024,5,0.1,2.546607143019644,0.6933654030309286
0,2,10,2048,2048,5,0.1,2.5953040885578917,0.7070947590736535
0,10,2,16,16,5,0.01,0.3007287702646115,0.7120534165826884
0,10,2,16,32,5,0.01,0.2323037775014915,-0.18404742231643545
0,10,2,16,64,5,0.01,0.5858348691035387,0.408383082286517
0,10,2,16,128,5,0.01,0.38520903799855877,0.3458833778700252
0,10,2,16,256,5,0.01,0.3663037028320999,0.6467973032743766
0,10,2,16,512,5,0.01,0.4072962999570253,0.3940287452445512
0,10,2,16,1024,5,0.01,0.6302671217471563,0.41650549358378464
0,10,2,16,2048,5,0.01,0.7101321606914469,0.17958811945746267
0,10,2,32,16,5,0.01,0.28542269711165114,0.11815144626778162
0,10,2,32,32,5,0.1,0.3160293882599632,0.2850650331136728
0,10,2,32,64,5,0.01,0.301662947225213,0.4566541698398875
0,10,2,32,128,5,0.01,0.22007673725801485,0.42054836975889887
0,10,2,32,256,5,0.01,0.45340571661465356,-0.14897832960270052
0,10,2,32,512,5,0.01,0.2447139370889046,0.5665259740939599
0,10,2,32,1024,5,0.01,0.22884897386625433,0.5738002033951468
0,10,2,32,2048,5,0.01,0.3522545959129741,0.3579553806905994
0,10,2,64,16,5,0.01,0.1796974485604878,0.2746110213971339
0,10,2,64,32,5,1.0,0.3268792857038578,0.3569180226210611
0,10,2,64,64,5,0.01,0.17818705999229972,0.5079165870408149
0,10,2,64,128,5,0.01,0.18642654760316835,0.43228725264782075
0,10,2,64,256,5,0.01,0.21508976081948789,0.2924464968232885
0,10,2,64,512,5,0.01,0.18893677688852506,0.22050754334137324
0,10,2,64,1024,5,0.01,0.18153428701133661,0.3707949870000441
0,10,2,64,2048,5,0.01,0.1994679763792465,0.4434254081953448
0,10,2,128,16,5,0.1,0.18219151240086476,0.27143402739870437
0,10,2,128,32,5,0.1,0.24716792083236577,0.16746143084963194
0,10,2,128,64,5,0.1,0.13570313660324218,0.4983535000288941
0,10,2,128,128,5,0.01,0.14790344700515898,0.3955137797372217
0,10,2,128,256,5,0.1,0.1675591438679892,0.34964470293991534
0,10,2,128,512,5,0.1,0.19626865944801608,0.2418472913802152
0,10,2,128,1024,5,0.1,0.1295257561788843,0.4691593632622032
0,10,2,128,2048,5,0.1,0.18888210256093907,0.4011563300851756
0,10,2,256,16,5,0.1,0.20033185252089897,0.2295141897232723
0,10,2,256,32,5,1.0,0.2011869925057518,0.3213053959318609
0,10,2,256,64,5,0.1,0.15090880962394781,0.38465812897800145
0,10,2,256,128,5,0.01,0.15849744552181963,0.35692009351179654
0,10,2,256,256,5,1.0,0.1591447699840708,0.37643402682326754
0,10,2,256,512,5,1.0,0.16776180060420487,0.39092746955804614
0,10,2,256,1024,5,0.1,0.15215700057632764,0.42849518520657437
0,10,2,256,2048,5,0.1,0.15278368333801556,0.3906099985899312
0,10,2,512,16,5,1.0,0.19025456130942467,0.2548217548129843
0,10,2,512,32,5,1.0,0.16596551445377614,0.38983953866362486
0,10,2,512,64,5,0.1,0.16379639423063563,0.34448121807205156
0,10,2,512,128,5,1.0,0.15537228365832925,0.39318829094888297
0,10,2,512,256,5,1.0,0.14898976287252624,0.43529906407651664
0,10,2,512,512,5,1.0,0.1467623616751313,0.41521714958515776
0,10,2,512,1024,5,0.1,0.1568678800427677,0.37904880116294937
0,10,2,512,2048,5,1.0,0.13860053497689737,0.433620755283491
0,10,2,1024,16,5,1.0,0.17782410486326355,0.3018984780431624
0,10,2,1024,32,5,1.0,0.13999367662229112,0.45576269531324864
0,10,2,1024,64,5,1.0,0.1476506758761027,0.40979805351403165
0,10,2,1024,128,5,1.0,0.1397599370094948,0.44389026533168896
0,10,2,1024,256,5,1.0,0.1321178342045105,0.47416850061943594
0,10,2,1024,512,5,1.0,0.13542529100703202,0.45838451650968737
0,10,2,1024,1024,5,1.0,0.13560979160811934,0.46434699008297364
0,10,2,1024,2048,5,1.0,0.13549244034377733,0.46910919230832093
0,10,2,2048,16,5,1.0,0.1728583779940553,0.30988058842240673
0,10,2,2048,32,5,1.0,0.13457142286001256,0.4670553095323945
0,10,2,2048,64,5,1.0,0.1386837553445436,0.44568898441107485
0,10,2,2048,128,5,1.0,0.12703262232355197,0.4972222649350012
0,10,2,2048,256,5,1.0,0.11943638741683134,0.5232878515869077
0,10,2,2048,512,5,1.0,0.12714882105682096,0.4963390612074038
0,10,2,2048,1024,5,1.0,0.12966448464760916,0.481238712947722
0,10,2,2048,2048,5,1.0,0.11874975378030815,0.5261247233257829
0,10,10,16,16,5,0.1,18.00900052289246,-0.1264222190392872
0,10,10,16,32,5,0.01,3.874908190209384,0.4815112923335231
0,10,10,16,64,5,0.01,11.73765464004748,0.5227364636304397
0,10,10,16,128,5,0.01,8.852446400861695,0.7119802441475505
0,10,10,16,256,5,0.01,4.043252924801919,0.5237642233032898
0,10,10,16,512,5,0.01,7.494525055104684,0.6624307628757959
0,10,10,16,1024,5,0.01,3.7868107805894953,0.666256802566672
0,10,10,16,2048,5,1.0,6.710608268649311,0.6398907612503977
0,10,10,32,16,5,0.01,6.84880428877592,0.36134657841533624
0,10,10,32,32,5,0.01,5.409479397134012,0.43220921460590067
0,10,10,32,64,5,0.01,6.359356073906869,0.4475852958303751
0,10,10,32,128,5,0.01,4.364664551275263,0.5420813354481979
0,10,10,32,256,5,0.01,2.4113782446093732,0.6635649170857805
0,10,10,32,512,5,0.01,7.447396412384754,0.5458326677806001
0,10,10,32,1024,5,0.01,5.588675450520882,0.5703261469944652
0,10,10,32,2048,5,0.01,2.3610566899526937,0.7043171548674869
0,10,10,64,16,5,0.01,6.892870267637645,0.041426043460688344
0,10,10,64,32,5,0.1,5.9031251420702455,0.3149310601271743
0,10,10,64,64,5,0.01,4.13950074179455,0.5990391970139699
0,10,10,64,128,5,1.0,4.861748090394321,0.5578857793809373
0,10,10,64,256,5,0.1,2.948276551705022,0.7720223840188916
0,10,10,64,512,5,0.01,3.293164725917605,0.5701224355486931
0,10,10,64,1024,5,0.01,2.7029222474890036,0.7116116843728792
0,10,10,64,2048,5,0.1,2.7732211404435994,0.7072336788379971
0,10,10,128,16,5,1.0,5.332800637599158,0.29053268770353524
0,10,10,128,32,5,0.1,6.3083320056670456,0.3486537710853189
0,10,10,128,64,5,1.0,3.73169368607986,0.6581431081426923
0,10,10,128,128,5,1.0,4.089337440304174,0.6222059467643739
0,10,10,128,256,5,1.0,2.699937815734322,0.731596573830587
0,10,10,128,512,5,1.0,2.82244935462272,0.6664497177942554
0,10,10,128,1024,5,0.01,2.9488070626470977,0.63100959451238
0,10,10,128,2048,5,0.1,2.8270461305009826,0.6690483856300514
0,10,10,256,16,5,0.1,6.459331943570432,0.13718111530102417
0,10,10,256,32,5,1.0,4.36431717759413,0.41403690678945104
0,10,10,256,64,5,1.0,2.993604036533872,0.6533511796428526
0,10,10,256,128,5,1.0,2.7518992711302985,0.6684299983491284
0,10,10,256,256,5,1.0,2.0981566994273044,0.7072591920247032
0,10,10,256,512,5,1.0,2.3528376252780356,0.7312471592975229
0,10,10,256,1024,5,0.1,2.6095060747644654,0.681223382804574
0,10,10,256,2048,5,1.0,2.5021081107503926,0.6930553265174717
0,10,10,512,16,5,0.1,5.741248420954671,0.2870361711403284
0,10,10,512,32,5,1.0,4.244605109390902,0.4658280405790223
0,10,10,512,64,5,1.0,3.057812534066516,0.6137106052982073
0,10,10,512,128,5,1.0,2.938065356503525,0.6364968060599059
0,10,10,512,256,5,1.0,2.7941503775934793,0.6660435617947555
0,10,10,512,512,5,1.0,2.147443603161178,0.7476564710974075
0,10,10,512,1024,5,1.0,2.113693261285814,0.7397945976346294
0,10,10,512,2048,5,1.0,1.9313425386920557,0.7535497338924544
0,10,10,1024,16,5,1.0,5.880230133227265,0.2984941809418572
0,10,10,1024,32,5,1.0,4.138431117180918,0.4937141572879169
0,10,10,1024,64,5,1.0,3.183156888379519,0.6217290291705028
0,10,10,1024,128,5,1.0,2.854846352523394,0.6433505768816853
0,10,10,1024,256,5,1.0,2.5087803173157517,0.7034669503377449
0,10,10,1024,512,5,1.0,2.0069092284849814,0.7553369703373348
0,10,10,1024,1024,5,1.0,2.2828054436439826,0.7372492845528582
0,10,10,1024,2048,5,1.0,1.8443193367576505,0.7814793026307725
0,10,10,2048,16,5,1.0,5.235369272433496,0.35813037307724505
0,10,10,2048,32,5,1.0,4.022677321507569,0.5261521113877838
0,10,10,2048,64,5,1.0,3.3024020019899956,0.6097837740414795
0,10,10,2048,128,5,1.0,2.7845236778833033,0.6511977040728927
0,10,10,2048,256,5,1.0,2.382487370956356,0.7155582392327782
0,10,10,2048,512,5,1.0,2.0851590459146836,0.7499655800966016
0,10,10,2048,1024,5,1.0,2.164970926985407,0.7349463666809415
0,10,10,2048,2048,5,1.0,1.8598530139238878,0.7800551354399328
0,2,2,16,16,6,0.01,0.23483238915851307,0.05120512450976167
0,2,2,16,32,6,1.0,0.49178928013640233,0.20194888025475044
0,2,2,16,64,6,0.1,0.23628463090347018,0.36452250169918254
0,2,2,16,128,6,0.01,0.4240550994806012,-0.3977310600781858
0,2,2,16,256,6,0.01,0.34254224718937065,-0.18103911486183044
0,2,2,16,512,6,0.1,0.34894056954301267,0.3543987519004297
0,2,2,16,1024,6,0.1,0.6645844891987762,-0.031998017997865835
0,2,2,16,2048,6,0.01,0.44085747313192486,-0.44813259135059136
0,2,2,32,16,6,0.01,0.40944263364838257,-0.2539343829401248
0,2,2,32,32,6,0.1,0.4292148235590266,-0.4239141589770772
0,2,2,32,64,6,0.1,0.2876398104883424,0.19907654798400154
0,2,2,32,128,6,0.1,0.16415131757151794,0.5436145117012234
0,2,2,32,256,6,0.01,0.22870942525555554,0.16005632440055695
0,2,2,32,512,6,0.01,0.12635760565842874,0.5959020754312172
0,2,2,32,1024,6,0.1,0.2560590748005451,0.15528638848316734
0,2,2,32,2048,6,0.1,0.2995026548200301,-0.09035268143481301
0,2,2,64,16,6,0.1,0.36158061530358954,-0.40704599610265446
0,2,2,64,32,6,0.1,0.2212135866233278,0.167578129872602
0,2,2,64,64,6,1.0,0.2167251848038383,0.32200706674870816
0,2,2,64,128,6,0.1,0.26028965301968393,0.12806088644814462
0,2,2,64,256,6,0.1,0.20664561415728028,0.20838643214156305
0,2,2,64,512,6,0.1,0.24034583429410666,0.13440312667559673
0,2,2,64,1024,6,1.0,0.24018950323736044,0.42589246881645715
0,2,2,64,2048,6,0.1,0.3448127879210715,-0.3660021773947162
0,2,2,128,16,6,0.1,0.25677223687771056,0.011409997339201672
0,2,2,128,32,6,0.1,0.22157590655278528,0.10653557067450437
0,2,2,128,64,6,0.1,0.15652326497483476,0.4156162924827882
0,2,2,128,128,6,0.1,0.13733241371710117,0.4587436885537165
0,2,2,128,256,6,0.1,0.1946196178144322,0.22135576976176663
0,2,2,128,512,6,0.1,0.1455796523896719,0.42753214326319566
0,2,2,128,1024,6,0.1,0.13063949393134155,0.4772595474339485
0,2,2,128,2048,6,0.1,0.1364513286238116,0.4568345964241659
0,2,2,256,16,6,0.1,0.19202880987893334,0.22420789786599649
0,2,2,256,32,6,0.1,0.15517704659079207,0.3779640050951748
0,2,2,256,64,6,0.1,0.14411859262651366,0.4264159605528802
0,2,2,256,128,6,0.1,0.11491938249451808,0.5419804725528918
0,2,2,256,256,6,0.1,0.1154820652506213,0.5433006687987575
0,2,2,256,512,6,0.1,0.11904728837580912,0.5370531032670834
0,2,2,256,1024,6,0.1,0.15874660211027716,0.37195832085758396
0,2,2,256,2048,6,0.1,0.1098124712467196,0.5591839917394847
0,2,2,512,16,6,0.1,0.14858645695043346,0.4004075534289194
0,2,2,512,32,6,0.1,0.13151183066370323,0.4851694653009807
0,2,2,512,64,6,0.1,0.1356245625859268,0.45798064976399666
0,2,2,512,128,6,0.1,0.13182102768796,0.47084733953700986
0,2,2,512,256,6,0.1,0.11339596939769638,0.5463968177883595
0,2,2,512,512,6,0.1,0.10965110723111032,0.5611762082839844
0,2,2,512,1024,6,0.1,0.11834037727233165,0.5293357561983711
0,2,2,512,2048,6,0.1,0.12324669786505131,0.5033455032476444
0,2,2,1024,16,6,1.0,0.13858439188379967,0.4463900129812164
0,2,2,1024,32,6,0.1,0.12673542211698643,0.4936435938326239
0,2,2,1024,64,6,0.1,0.12262219238391861,0.509526963174721
0,2,2,1024,128,6,0.1,0.11927036931284112,0.523526654674425
0,2,2,1024,256,6,0.1,0.11312211180732078,0.5477976587466449
0,2,2,1024,512,6,0.1,0.10149575476643387,0.5963346086034219
0,2,2,1024,1024,6,0.1,0.10788188190397205,0.5687957317775677
0,2,2,1024,2048,6,0.1,0.11168029376790972,0.5510789281829778
0,2,2,2048,16,6,1.0,0.13149674930707722,0.4750077286875031
0,2,2,2048,32,6,0.1,0.11542469328864811,0.5397543226806263
0,2,2,2048,64,6,0.1,0.11666709166411912,0.5333594393701258
0,2,2,2048,128,6,0.1,0.1053429252413963,0.578596661471643
0,2,2,2048,256,6,0.1,0.1154350266581411,0.538570684927994
0,2,2,2048,512,6,0.1,0.09984880258565476,0.6006728268621524
0,2,2,2048,1024,6,0.1,0.10483649676212539,0.5806792255105898
0,2,2,2048,2048,6,0.1,0.10426306140867705,0.583557050190591
0,2,10,16,16,6,0.1,9.63128914418509,0.20008427011458563
0,2,10,16,32,6,0.01,7.8423072723776395,0.4284676718321617
0,2,10,16,64,6,0.1,10.929358323047428,0.012089233971858349
0,2,10,16,128,6,0.01,5.761233412811997,-0.579796599595984
0,2,10,16,256,6,0.01,9.562963480435641,-0.9537002366871876
0,2,10,16,512,6,0.01,4.059889298280516,-0.22934609478069934
0,2,10,16,1024,6,0.01,10.769124030376283,0.0375240297480498
0,2,10,16,2048,6,1.0,23.421217866564703,-0.18297562816541513
0,2,10,32,16,6,0.1,12.224540940946717,0.0719832449201232
0,2,10,32,32,6,1.0,4.0190965377399195,0.33617032340639963
0,2,10,32,64,6,0.1,6.158113594285488,0.2639083401585953
0,2,10,32,128,6,0.1,7.55808122868306,0.027274698861845303
0,2,10,32,256,6,0.1,6.952198483342443,0.15065492270258485
0,2,10,32,512,6,0.1,8.029146105864974,-0.7507743640463653
0,2,10,32,1024,6,0.1,8.548154673105747,-0.3825878684239583
0,2,10,32,2048,6,1.0,8.8718201355847,0.07460898041316422
0,2,10,64,16,6,0.1,7.2931304679730395,0.3611195078880475
0,2,10,64,32,6,1.0,4.539639133717719,0.5969414038835781
0,2,10,64,64,6,1.0,6.1061941098550605,0.09361317822872606
0,2,10,64,128,6,1.0,6.864018788103891,0.17491702052486735
0,2,10,64,256,6,0.1,7.7902275766788645,0.09972066518781808
0,2,10,64,512,6,0.1,5.0162670251000065,0.1672260582119529
0,2,10,64,1024,6,1.0,6.8420321853542125,0.4549512179593651
0,2,10,64,2048,6,1.0,4.910456982633132,0.4361280369593581
0,2,10,128,16,6,1.0,7.864221426378211,0.19142703560520302
0,2,10,128,32,6,1.0,4.705635625044058,0.5248965580602323
0,2,10,128,64,6,0.1,6.494694164504802,0.2313814156643188
0,2,10,128,128,6,1.0,4.40283248037731,0.36520799952124605
0,2,10,128,256,6,0.1,4.768963655240498,0.4303361217304388
0,2,10,128,512,6,0.1,3.716226893242682,0.5112621266007615
0,2,10,128,1024,6,0.1,5.822194438291416,0.35838894619612216
0,2,10,128,2048,6,1.0,6.518730658751819,0.3458758435292033
0,2,10,256,16,6,0.1,6.930099462592873,0.23723172800014414
0,2,10,256,32,6,0.1,4.295741008419246,0.5742769112774231
0,2,10,256,64,6,0.1,3.587395480195182,0.565957838330036
0,2,10,256,128,6,0.1,4.476395510208549,0.3954278254992204
0,2,10,256,256,6,0.1,4.002466635113646,0.5636727586460697
0,2,10,256,512,6,0.1,3.2337822498003863,0.6537888565502515
0,2,10,256,1024,6,0.1,4.025592507791402,0.5308305732147667
0,2,10,256,2048,6,0.1,3.2760951201093937,0.5786230917794613
0,2,10,512,16,6,1.0,4.816208294330034,0.426226449212326
0,2,10,512,32,6,0.1,4.016240256733216,0.5912650191467153
0,2,10,512,64,6,0.1,4.345345640514347,0.4922793470021193
0,2,10,512,128,6,0.1,3.46063461156332,0.5652065672205379
0,2,10,512,256,6,0.1,3.3257900287910562,0.6316880932816901
0,2,10,512,512,6,0.1,3.174594654633729,0.6311842849268989
0,2,10,512,1024,6,0.1,3.4898976707774634,0.5816175632181884
0,2,10,512,2048,6,0.1,3.080042829670931,0.6367350373250499
0,2,10,1024,16,6,1.0,4.748323744500068,0.4405765332481455
0,2,10,1024,32,6,0.1,3.908175382737297,0.5557651347549066
0,2,10,1024,64,6,0.1,3.5494014923582875,0.5590848304686103
0,2,10,1024,128,6,0.1,3.1138999864731454,0.6355094010888435
0,2,10,1024,256,6,0.1,2.898280519864465,0.6666919580226991
0,2,10,1024,512,6,0.1,2.8910471547126217,0.6506437202785793
0,2,10,1024,1024,6,0.1,2.887128556004347,0.6717864492889773
0,2,10,1024,2048,6,0.1,3.01917825064344,0.6397558309173126
0,2,10,2048,16,6,1.0,4.360292623965655,0.4830916752080895
0,2,10,2048,32,6,0.1,3.42339932338128,0.5812760608917493
0,2,10,2048,64,6,0.1,3.016449662642804,0.6320676380563395
0,2,10,2048,128,6,0.1,2.7472937430020234,0.6633110615494185
0,2,10,2048,256,6,0.1,2.6640174103429204,0.6771638250803098
0,2,10,2048,512,6,0.1,2.443940224330927,0.7012065722657037
0,2,10,2048,1024,6,0.1,2.527085527493777,0.6870433775447538
0,2,10,2048,2048,6,0.1,2.609830965330827,0.6836486862776612
0,10,2,16,16,6,0.01,0.47027132362828267,-0.0605461390126425
0,10,2,16,32,6,0.01,0.5174893623160302,0.32247055285813975
0,10,2,16,64,6,0.01,0.3857315339896273,0.4313122063082614
0,10,2,16,128,6,0.01,0.4071732055256077,0.6444947210433289
0,10,2,16,256,6,0.01,0.12761249538470776,0.0
0,10,2,16,512,6,0.01,0.31146838996868165,0.21963198541707185
0,10,2,16,1024,6,0.01,1.2098295130279189,0.11366133094840236
0,10,2,16,2048,6,0.01,0.49562329882605466,0.45559077061532527
0,10,2,32,16,6,0.01,0.26059894515677895,0.21326476402082006
0,10,2,32,32,6,0.1,0.6370031693787819,0.018405875040105824
0,10,2,32,64,6,0.01,0.25803868970404686,0.3018231404117343
0,10,2,32,128,6,0.01,0.2021956110121578,0.3687831590998446
0,10,2,32,256,6,0.01,0.30758196786827086,0.11083644660691694
0,10,2,32,512,6,0.01,0.3083978158560835,0.40367745407140154
0,10,2,32,1024,6,0.01,0.21658328731224247,0.6102104197731884
0,10,2,32,2048,6,0.01,0.28951424424158045,0.19591719668552987
0,10,2,64,16,6,0.01,0.18113559710114163,0.20338168351794783
0,10,2,64,32,6,1.0,0.34903544078115384,0.36024240456959045
0,10,2,64,64,6,0.01,0.1532504991490179,0.32066296143686945
0,10,2,64,128,6,0.01,0.12703838626377775,0.6449880490807192
0,10,2,64,256,6,0.01,0.20932416979472485,0.10769482547254727
0,10,2,64,512,6,0.01,0.20182985807202855,0.22727011801546926
0,10,2,64,1024,6,0.01,0.1794886194372142,0.32522649522294256
0,10,2,64,2048,6,0.01,0.14655517425001285,0.5343052094958767
0,10,2,128,16,6,0.1,0.20722870796088277,0.22162762934194868
0,10,2,128,32,6,0.1,0.22184706742100924,0.2130576887698723
0,10,2,128,64,6,0.1,0.16978250427643338,0.37146051835774563
0,10,2,128,128,6,0.01,0.17066397788702756,0.49327596910094906
0,10,2,128,256,6,0.1,0.16465116586643766,0.43024462720330914
0,10,2,128,512,6,0.1,0.2279133941337067,0.3264365006122605
0,10,2,128,1024,6,0.1,0.22342365637327613,0.19623096083549296
0,10,2,128,2048,6,0.1,0.18249856662744698,0.3333567794984621
0,10,2,256,16,6,0.1,0.18720686877380732,0.2632973268762474
0,10,2,256,32,6,1.0,0.15810189902756727,0.3921619523131218
0,10,2,256,64,6,0.1,0.17131221137754263,0.3330758225676814
0,10,2,256,128,6,0.01,0.15204253021414194,0.3900977894539679
0,10,2,256,256,6,1.0,0.1669952276450803,0.3773085147519756
0,10,2,256,512,6,1.0,0.1808421125445971,0.35052195025027655
0,10,2,256,1024,6,0.1,0.13574628089817808,0.5238024005608035
0,10,2,256,2048,6,0.1,0.14970932139095836,0.39816139902446956
0,10,2,512,16,6,1.0,0.1797595371544106,0.2945105256539293
0,10,2,512,32,6,1.0,0.1774412046481214,0.30065114873744325
0,10,2,512,64,6,0.1,0.15055598651722352,0.4175870601506082
0,10,2,512,128,6,1.0,0.14665317266159322,0.46563207166830534
0,10,2,512,256,6,1.0,0.14177225280013572,0.44078694262020046
0,10,2,512,512,6,1.0,0.13340713549926392,0.4684561799033914
0,10,2,512,1024,6,0.1,0.18428475695654226,0.2722579009394597
0,10,2,512,2048,6,1.0,0.1421348954313859,0.4456410029138371
0,10,2,1024,16,6,1.0,0.1633755480321174,0.34964153957580113
0,10,2,1024,32,6,1.0,0.15587360090386462,0.37865674146154715
0,10,2,1024,64,6,1.0,0.14729466202896624,0.41218643530996346
0,10,2,1024,128,6,1.0,0.15168394124024076,0.4036589837191308
0,10,2,1024,256,6,1.0,0.1385716657957265,0.44693914420936587
0,10,2,1024,512,6,1.0,0.1258316169211349,0.5249658641012791
0,10,2,1024,1024,6,1.0,0.13229984302660291,0.4799383437902226
0,10,2,1024,2048,6,1.0,0.14236992663703307,0.43846565566095264
0,10,2,2048,16,6,1.0,0.15767189767440837,0.3696833993262898
0,10,2,2048,32,6,1.0,0.14292575691294457,0.4306101314646119
0,10,2,2048,64,6,1.0,0.13146457162159988,0.47527608293085954
0,10,2,2048,128,6,1.0,0.12704415369997993,0.5035331085459045
0,10,2,2048,256,6,1.0,0.12016706926678031,0.5195054994418156
0,10,2,2048,512,6,1.0,0.11584748611151718,0.5427953297537647
0,10,2,2048,1024,6,1.0,0.12347027996484067,0.5034429288735129
0,10,2,2048,2048,6,1.0,0.12292939666845609,0.5074694561490822
0,10,10,16,16,6,0.1,6.438556830154148,0.3026226544693654
0,10,10,16,32,6,0.01,5.67195131083626,0.5354477058598881
0,10,10,16,64,6,0.01,4.088982771321841,0.5708785321641128
