,r,C,T,n,fold,best_alpha,mse,evs
0,10,10,64,2048,0,1.0,4.044438840227577,0.5125895210302238
0,10,10,128,16,0,1.0,4.7635886052472705,0.34320341270349064
0,10,10,128,32,0,1.0,3.872725276855499,0.5767705639412535
0,10,10,128,64,0,1.0,4.029602420123197,0.4984175441437769
0,10,10,128,128,0,1.0,2.6322092924246925,0.6904364634047608
0,10,10,128,256,0,1.0,3.687992851238903,0.5217067058427755
0,10,10,128,512,0,1.0,3.7868913147402723,0.48276562679775803
0,10,10,128,1024,0,1.0,3.6105585295770823,0.5918602073139063
0,10,10,128,2048,0,1.0,2.8202809063043093,0.6466715494386559
0,10,10,256,16,0,1.0,4.230497250310692,0.4418132859133759
0,10,10,256,32,0,1.0,3.4021992546575923,0.5842224083619096
0,10,10,256,64,0,1.0,3.6451127233813736,0.5816247258312996
0,10,10,256,128,0,1.0,3.1621213309920435,0.6284208043024392
0,10,10,256,256,0,1.0,3.2368682368235264,0.558015401297629
0,10,10,256,512,0,1.0,3.4512439328505815,0.5037365867651399
0,10,10,256,1024,0,1.0,2.7527890080443433,0.676435700982684
0,10,10,256,2048,0,1.0,2.1300606113408,0.6859371329097964
0,10,10,512,16,0,1.0,4.62117712705162,0.4173713158901339
0,10,10,512,32,0,1.0,3.408644156931935,0.585591345517428
0,10,10,512,64,0,1.0,3.485312414113265,0.575752935416842
0,10,10,512,128,0,1.0,3.3646689463289134,0.5506466251826327
0,10,10,512,256,0,1.0,2.8976234557043377,0.6104872940719974
0,10,10,512,512,0,1.0,3.220737336937143,0.5738396743139463
0,10,10,512,1024,0,1.0,2.7687298682907606,0.6443931545931493
0,10,10,512,2048,0,1.0,2.923292140933124,0.6330411665582794
0,10,10,1024,16,0,10.0,4.751749017118293,0.47118909578257473
0,10,10,1024,32,0,1.0,3.5278816039099157,0.5607984842421372
0,10,10,1024,64,0,1.0,3.593026701488353,0.5685093698369599
0,10,10,1024,128,0,10.0,3.105685191043911,0.6542665615861863
0,10,10,1024,256,0,10.0,2.475749150006522,0.6910840406164702
0,10,10,1024,512,0,10.0,2.827854459507906,0.6399641579658442
0,10,10,1024,1024,0,10.0,2.8197335329646163,0.6680854587080468
0,10,10,1024,2048,0,10.0,2.7660941169522606,0.6637292874783687
0,10,10,2048,16,0,10.0,4.521414427262425,0.46654376486214577
0,10,10,2048,32,0,10.0,3.5794808438208223,0.5795497507714806
0,10,10,2048,64,0,10.0,3.2120990309339366,0.6098596488242572
0,10,10,2048,128,0,10.0,3.01782582204225,0.6550220854258333
0,10,10,2048,256,0,10.0,2.718185800502905,0.6839949319387386
0,10,10,2048,512,0,10.0,2.7204109242295047,0.6752021909677894
0,10,10,2048,1024,0,10.0,2.6210604984534163,0.674476249098243
0,10,10,2048,2048,0,10.0,2.6751629454269645,0.675019775012897
0,2,2,16,16,1,0.1,0.2973147679138992,-0.02219771968619999
0,2,2,16,32,1,1.0,0.24091331931526555,0.37174854045558825
0,2,2,16,64,1,0.1,0.648443785434102,-0.236363682568822
0,2,2,16,128,1,0.1,0.3976492186303572,0.0
0,2,2,16,256,1,0.1,0.7284467129564014,-2.704077111781746
0,2,2,16,512,1,0.1,0.43578250164037424,-0.29535801951534757
0,2,2,16,1024,1,0.1,0.45195264320329065,-0.8949610660724809
0,2,2,16,2048,1,0.1,0.4337946449766689,-0.7543948863383909
0,2,2,32,16,1,1.0,0.6521253035671448,-1.082387372506632
0,2,2,32,32,1,0.1,0.15981778240685962,0.33359756039220567
0,2,2,32,64,1,0.1,0.3786826096886352,0.046331485211396184
0,2,2,32,128,1,1.0,0.2722070165221181,-0.015524218521745015
0,2,2,32,256,1,0.1,0.3672307601751875,-0.17595196357721177
0,2,2,32,512,1,0.1,0.28478653160245276,-0.0417227305470691
0,2,2,32,1024,1,1.0,0.4307320131757554,-0.47855181951288506
0,2,2,32,2048,1,0.1,0.3794743777266326,-0.4583168318775803
0,2,2,64,16,1,1.0,0.21966152566433972,0.12237641540754274
0,2,2,64,32,1,0.1,0.27199448246179847,-0.09143960561035436
0,2,2,64,64,1,1.0,0.2786529804712673,0.08269227008079383
0,2,2,64,128,1,1.0,0.43631317350956783,-0.39076963405495757
0,2,2,64,256,1,1.0,0.3074590321438657,-0.015743652353215287
0,2,2,64,512,1,1.0,0.31310595637569805,-0.1768519476961845
0,2,2,64,1024,1,1.0,0.2926838653695563,-0.03289938676986459
0,2,2,64,2048,1,1.0,0.3200471283658031,-0.09715888684449725
0,2,2,128,16,1,1.0,0.31964435355571474,-0.17723227102089134
0,2,2,128,32,1,0.1,0.1579346704876353,0.3587698040783942
0,2,2,128,64,1,1.0,0.2800731149377296,0.04798712815103667
0,2,2,128,128,1,0.1,0.3851733031668755,-0.5362234638392667
0,2,2,128,256,1,1.0,0.2203022583133046,0.16279135794118194
0,2,2,128,512,1,1.0,0.24501184410090243,0.039656659287402696
0,2,2,128,1024,1,1.0,0.2686114724317054,0.04693088825856695
0,2,2,128,2048,1,1.0,0.2946210984754817,0.07231398282108481
0,2,2,256,16,1,1.0,0.22037109414131087,0.12035133049477242
0,2,2,256,32,1,1.0,0.18505159129681953,0.28581195910428425
0,2,2,256,64,1,1.0,0.23806063658684495,0.06432877889800126
0,2,2,256,128,1,0.1,0.2692777856873198,-0.07478908050079935
0,2,2,256,256,1,0.1,0.2120823101323467,0.15368100513646066
0,2,2,256,512,1,1.0,0.2179892700550424,0.12037845651074874
0,2,2,256,1024,1,1.0,0.2761293259009401,0.07600408001898684
0,2,2,256,2048,1,1.0,0.20652374966715575,0.18579051904073385
0,2,2,512,16,1,1.0,0.2254609401639996,0.09458436991835928
0,2,2,512,32,1,1.0,0.21081344448909636,0.15962370013578897
0,2,2,512,64,1,10.0,0.2841786203247924,0.09430302707308791
0,2,2,512,128,1,0.1,0.22616479597908942,0.09574233690489675
0,2,2,512,256,1,1.0,0.21539594282271346,0.13427504322902406
